cliente_id;nome;cpf;data_nascimento;score_credito;renda_mensal;estado;data_cadastro
1475;Noah Lima;137.864.925-73;1959-10-17;597;3145.53;BA;2023-01-09
1476;Ana Liz Campos;903.241.857-23;2000-09-12;764;6889.41;RJ;2021-07-07
1477;Antonella Aparecida;625.431.908-05;2006-04-04;676;6929.01;SP;2022-09-24
1478;Vitor Rezende;082.431.956-70;1971-09-23;506;5795.36;GO;2023-01-08
1479;Maria Rocha;876.043.219-50;1970-06-20;731;5611.44;PR;2021-07-29
1480;Dom Cavalcante;421.637.509-06;2004-11-10;756;4941.71;MG;2021-06-28
1481;Lucca Macedo;685.427.039-10;2001-01-15;521;3559.41;MG;2023-06-02
1482;Gabriel Cardoso;124.769.853-09;1996-03-01;556;3391.44;GO;2024-02-15
1483;Ana Clara Ramos;598.320.671-03;1988-09-05;766;5869.15;PE;2023-11-16
1484;Miguel Ramos;702.841.639-96;1991-12-04;662;4725.65;SC;2021-07-31
1485;Dr. Danilo Campos;980.652.143-98;1968-11-12;401;3478.06;SP;2021-07-03
1486;Bruna Sousa;192.034.586-89;1984-02-12;390;3051.37;BA;2024-02-10
1487;Hellena Nunes;493.528.701-23;1967-01-20;455;5627.28;RJ;2024-05-07
1488;Ana Júlia Melo;925.760.143-99;1981-08-04;729;5937.75;CE;2022-10-27
1489;Sra. Marcela Silva;649.570.832-74;1960-09-10;771;5321.68;SC;2021-01-26
1490;Leandro Pires;507.938.241-41;1963-03-11;685;5679.81;PR;2023-04-28
1491;Sr. André Pimenta;045.792.138-23;2007-10-07;651;6480.35;SC;2021-06-23
1492;Joana da Mota;127.058.463-44;1988-07-15;707;5944.72;PE;2022-05-13
1493;Ayla Gonçalves;829.357.641-37;1997-10-08;421;2407.95;CE;2023-12-04
1494;Maria Liz da Rocha;971.853.624-82;1987-06-20;605;4933.37;MG;2024-11-04
1495;Luan Santos;138.604.257-90;1965-11-01;484;6283.68;SC;2021-12-14
1496;Dr. João Lucas Pacheco;709.658.432-38;1987-04-13;801;7010.12;MG;2022-07-05
1497;Ana Laura da Paz;680.741.952-01;1994-07-23;628;4811.79;PR;2022-07-04
1498;Sr. Theodoro Fogaça;749.860.523-65;1993-01-27;505;4117.48;GO;2021-10-26
1499;Dr. Theo Costela;653.029.178-40;1975-11-05;650;3958.24;RJ;2021-12-09
1500;Manuela Alves;530.461.782-71;1984-03-28;660;5124.74;SC;2022-07-20
1501;Mariane da Rocha;059.673.482-47;1966-04-01;391;2267.61;SC;2022-09-06
1502;Mathias Pires;523.967.014-52;1962-05-16;570;6447.69;GO;2021-06-07
1503;Henrique Freitas;540.673.182-35;1990-03-16;686;4152.52;BA;2022-05-31
1504;Sr. Erick Garcia;192.046.583-98;1997-06-29;678;3876.7;RS;2024-07-04
1505;Mariane Oliveira;051.387.962-59;2003-11-28;749;5520.88;GO;2024-05-01
1506;Murilo Macedo;754.801.936-00;1991-08-14;608;6189.8;CE;2022-02-05
1507;Matheus Moraes;643.079.185-84;1994-08-09;465;2322.88;GO;2021-08-08
1508;Dr. Gustavo da Paz;304.726.951-34;1966-01-17;549;5430.38;MG;2022-09-16
1509;Srta. Olívia da Luz;413.087.295-88;2003-06-30;437;800.0;SP;2023-03-22
1510;Lorena Barros;526.719.830-77;1988-04-07;565;5071.74;BA;2024-06-24
1511;Leonardo Abreu;921.704.653-16;1983-10-18;764;5648.84;SC;2022-11-06
1512;Vitor Gabriel Caldeira;809.473.526-00;1956-05-11;570;5713.9;GO;2022-11-17
1513;João Felipe Mendonça;926.350.147-52;1967-07-10;395;2771.48;SC;2024-08-26
1514;Fernando Pastor;329.876.150-86;1959-02-06;642;5585.22;CE;2021-10-06
1515;Théo da Luz;725.438.096-00;1995-06-19;558;4498.44;PR;2022-10-19
1516;Srta. Stephany Dias;597.340.618-01;1973-05-21;321;1909.75;CE;2024-11-24
1517;Clara da Mata;469.185.203-42;1969-08-10;674;4409.71;RS;2023-09-09
1518;João Lucas Gomes;495.701.862-67;1998-01-15;627;5462.87;BA;2021-12-30
1519;Dra. Ana Júlia Carvalho;597.042.368-83;1960-07-28;578;4794.46;SC;2022-10-16
1520;Murilo Camargo;054.961.738-84;1997-02-27;504;3825.39;PR;2024-11-24
1521;Nina Duarte;986.250.471-49;1980-08-11;693;5700.97;GO;2024-03-25
1522;Sra. Ana Albuquerque;745.603.812-08;1959-09-21;549;4616.22;RS;2022-10-30
1523;Dr. João Guilherme Peixoto;502.846.379-47;1959-09-28;705;3590.06;SC;2022-07-29
1524;Sra. Mariah Andrade;826.937.104-13;1973-09-18;759;5735.75;SC;2023-01-18
1525;Isabella Costa;254.061.389-60;1956-02-23;671;6565.25;RJ;2024-02-29
1526;Lavínia Aragão;839.517.642-28;1965-12-09;455;2930.56;RS;2024-04-27
1527;Julia Sousa;589.106.234-89;1970-10-29;585;3896.25;PE;2022-01-04
1528;Rafael Moreira;804.239.157-97;1975-10-31;828;5767.23;PE;2021-02-25
1529;Luara da Rocha;094.237.856-38;1958-11-04;553;4628.39;GO;2024-12-21
1530;Sr. Breno Novais;704.182.695-30;1990-06-12;475;3404.32;RS;2023-06-17
1531;Lorenzo Machado;489.752.316-82;1992-04-05;658;4931.14;PR;2024-11-19
1532;Liz Sá;684.952.310-42;1967-10-20;608;4334.67;RJ;2023-04-18
1533;Marina da Cunha;586.921.073-95;1981-08-17;438;3825.59;GO;2021-10-13
1534;Sophia da Costa;231.587.490-41;1991-01-27;830;6658.4;PR;2022-05-11
1535;Lorena Correia;318.946.702-13;2004-04-04;647;5868.72;PR;2024-09-10
1536;Murilo Pimenta;856.149.273-28;1964-03-30;467;5438.51;MG;2023-05-17
1537;Júlia Castro;261.473.589-28;1956-03-16;644;6783.86;SC;2021-06-01
1538;Luna Aragão;302.465.198-51;1983-01-17;532;6074.06;GO;2024-05-09
1539;Maria Luísa Cirino;831.964.507-75;2005-10-21;713;6257.04;GO;2024-04-07
1540;Dom Sá;824.635.710-71;1967-03-07;648;4935.47;SC;2023-12-31
1541;Bruno Carvalho;309.142.876-13;1971-05-23;764;6252.36;PE;2024-11-17
1542;Sophie Viana;835.941.602-89;1972-10-29;383;1946.81;SC;2024-01-19
1543;Emilly Pereira;649.873.120-69;1979-03-03;597;5086.0;SP;2023-01-07
1544;Diogo Câmara;716.935.820-40;2000-06-30;613;6122.97;PE;2024-05-01
1545;Hellena Albuquerque;542.183.790-41;2006-08-14;385;3223.59;RJ;2021-08-12
1546;Isadora das Neves;629.731.850-68;1998-01-24;401;3967.71;RS;2024-09-08
1547;Rafaela Rezende;361.782.049-22;1981-07-17;608;5283.61;BA;2021-12-07
1548;João Brito;029.167.834-31;1991-10-23;516;5407.46;CE;2021-04-01
1549;Helena Ribeiro;628.093.157-95;1958-10-12;745;6543.54;CE;2024-08-14
1550;Mirella Rocha;931.286.074-78;1968-06-22;604;5411.86;SC;2022-11-11
1551;Calebe Fernandes;712.485.360-53;1975-05-02;535;5135.56;SC;2021-08-05
1552;Valentim Silveira;945.326.708-29;1989-01-02;817;7606.61;SP;2021-07-21
1553;Pedro Henrique Correia;926.483.571-73;2005-04-21;532;4617.42;PR;2022-03-31
1554;Dr. Enzo Souza;593.208.764-10;2003-12-10;464;4284.39;PE;2023-11-29
1555;Luiz Felipe Ferreira;531.690.827-95;1997-04-09;674;3522.18;PE;2024-04-03
1556;Amanda Macedo;259.804.163-15;1994-08-29;480;3556.86;CE;2022-03-29
1557;Dra. Raquel Albuquerque;672.940.813-87;1958-02-09;583;3454.52;GO;2023-02-06
1558;Theodoro Cunha;319.206.847-78;2004-05-19;666;5579.47;SC;2023-08-07
1559;Isis da Cruz;387.196.452-28;1969-09-19;596;4012.21;CE;2024-11-15
1560;Valentim Barbosa;185.746.903-84;1988-01-14;745;7615.41;PE;2021-11-05
1561;Larissa Fonseca;357.210.468-80;1978-11-18;561;3875.83;BA;2021-02-20
1562;Dra. Maria Luiza Abreu;871.506.329-12;1961-11-29;678;5065.97;GO;2021-08-03
1563;Ana Sophia da Cunha;431.897.052-32;1964-05-08;603;5563.65;PR;2023-05-02
1564;Sr. Samuel Moreira;183.426.709-96;1978-02-26;390;4438.3;RJ;2021-08-26
1565;Dr. Dom Lopes;347.058.691-84;1960-05-24;628;4612.51;MG;2022-12-15
1566;Vitor Hugo Azevedo;247.698.103-69;1995-06-10;609;4834.43;PR;2022-12-04
1567;Enrico Cavalcanti;754.830.269-00;1973-07-08;412;4790.94;GO;2022-02-28
1568;Nicole Aparecida;108.349.657-39;2004-10-24;624;5435.0;PE;2023-09-17
1569;Luiz Gustavo Santos;071.982.536-95;1971-02-17;734;4850.84;BA;2023-09-03
1570;Maria Isis Sampaio;501.938.246-98;1991-12-04;676;5140.36;RJ;2023-06-17
1571;Dra. Melina Câmara;395.182.706-86;1989-11-23;721;3640.77;GO;2022-10-16
1572;José Miguel Moura;321.896.745-73;1986-03-31;608;4261.18;RJ;2022-09-07
1573;Larissa da Mota;807.612.345-35;2004-01-30;671;5838.04;SP;2024-12-26
1574;Sra. Isadora Nogueira;365.890.742-83;1976-10-30;535;3567.83;RJ;2021-02-16
1575;Dr. Diogo Cavalcante;569.703.124-61;1997-06-06;606;3951.36;BA;2024-08-20
1576;João Felipe Vargas;086.137.459-20;1955-09-27;721;5398.79;RJ;2024-10-18
1577;Lorenzo da Mota;914.360.875-20;1973-04-13;300;2025.18;MG;2022-05-15
1578;Ian Costa;368.957.402-10;2002-06-09;495;2328.72;PE;2021-12-24
1579;Luana Siqueira;762.485.319-19;1997-06-17;471;3877.41;PE;2021-11-24
1580;Caleb Casa Grande;562.370.481-62;2003-05-23;779;6545.18;BA;2024-02-21
1581;Luna da Cruz;032.957.864-29;1965-08-20;547;4831.9;SC;2023-08-05
1582;Bruno Teixeira;510.269.437-52;1972-09-30;564;3817.4;RS;2023-04-10
1583;Luiz Miguel Rodrigues;524.093.176-34;1967-05-18;481;2096.17;MG;2022-01-17
1584;Luiz Henrique da Mata;705.923.184-60;1988-04-08;573;4742.05;SC;2023-03-22
1585;Otto Moreira;407.931.568-66;2000-01-14;608;4448.03;SP;2024-06-11
1586;Sarah Dias;983.274.065-74;1980-07-19;506;4656.25;RS;2023-07-10
1587;Sr. Asafe Cassiano;945.871.263-73;1979-11-06;461;4464.03;CE;2023-05-30
1588;Vitor Hugo Montenegro;625.341.970-61;1984-06-26;499;3239.56;SC;2021-01-10
1589;Lavínia Sampaio;054.187.926-01;1968-09-25;443;3042.6;RS;2022-02-26
1590;Theodoro Moraes;572.069.148-02;1969-02-24;737;6411.63;PR;2024-12-12
1591;Ian Correia;102.385.697-21;2008-07-01;737;6418.14;RJ;2024-03-28
1592;Milena da Costa;415.608.729-85;2004-07-17;487;3565.21;RJ;2024-01-05
1593;Marcelo Rezende;065.987.413-00;1968-10-26;526;5538.57;MG;2023-01-20
1594;Davi Rios;683.712.405-62;1957-08-27;476;4701.7;BA;2022-02-08
1595;Sr. Henry Pinto;836.901.574-39;1995-12-10;727;7645.62;GO;2021-08-22
1596;Matteo Campos;150.423.986-51;1966-01-16;570;5272.32;PR;2024-10-05
1597;Joaquim Pacheco;605.843.297-92;1972-05-21;850;6182.36;GO;2023-12-17
1598;Vinicius Castro;947.218.605-01;1997-05-24;435;1599.99;BA;2024-05-07
1599;Dra. Sophia Pimenta;803.425.961-60;2004-02-09;705;3756.85;SC;2024-06-05
1600;Maria Liz Azevedo;894.265.310-33;1974-02-13;575;5037.31;SC;2024-04-17
1601;Dr. João Vitor da Cunha;859.436.270-65;1982-08-08;642;5561.44;RJ;2022-12-14
1602;Camila Borges;814.679.053-48;2006-12-10;646;6446.87;BA;2023-07-27
1603;Ana Beatriz Barbosa;526.307.149-34;2008-07-12;505;3363.0;CE;2021-12-20
1604;André Souza;135.469.270-52;2001-08-30;527;5046.19;PR;2024-06-12
1605;José Pedro Dias;063.174.582-35;2007-07-07;728;6275.23;CE;2021-06-23
1606;Rodrigo Sales;938.172.054-14;1981-10-04;762;4917.96;MG;2022-10-04
1607;Maya Teixeira;902.451.768-02;1961-09-03;820;8083.24;RJ;2022-05-04
1608;Kevin Vieira;908.576.423-83;1976-09-19;708;7445.8;PR;2021-08-28
1609;Dra. Valentina Santos;023.596.847-10;2003-11-24;421;2843.55;MG;2023-02-04
1610;Alícia Vieira;286.541.390-05;2001-07-22;531;4969.48;MG;2023-11-13
1611;Raquel Macedo;610.524.879-20;1971-06-07;493;4701.5;SC;2023-05-07
1612;Maria Luísa Oliveira;476.059.381-01;1998-02-01;784;6967.2;CE;2021-10-10
1613;João Gabriel Teixeira;483.976.501-48;1979-12-14;654;4244.13;CE;2023-02-25
1614;Laura Leão;869.302.475-29;1963-12-11;518;5393.62;SC;2022-01-16
1615;Lucca Nascimento;607.281.359-30;1981-04-16;713;5664.98;GO;2024-07-25
1616;Milena Silva;902.467.518-94;1959-12-02;569;2526.19;PE;2024-11-21
1617;Thiago Alves;215.397.068-77;1998-08-19;491;5839.42;MG;2024-02-11
1618;Carolina da Cruz;075.831.496-57;1964-01-03;466;3917.48;MG;2023-09-30
1619;Maria Luiza Alves;127.693.548-09;1963-12-19;740;4665.08;PR;2021-10-15
1620;Dr. Cauã Pinto;249.038.157-14;1996-12-30;642;6073.92;MG;2022-10-07
1621;Antony Peixoto;326.749.158-46;1994-04-09;621;7836.4;GO;2024-06-22
1622;Heitor Costela;870.364.215-17;1986-07-08;419;4410.73;SP;2023-01-06
1623;Vitor Gabriel Fernandes;083.162.479-50;1981-09-22;599;5563.92;SP;2023-09-20
1624;Sr. Eduardo da Mota;462.971.385-91;1965-04-21;672;4642.84;MG;2022-02-04
1625;Maria Flor Lopes;781.530.692-68;1982-09-05;647;3318.1;SC;2024-02-25
1626;Apollo Albuquerque;684.210.739-31;1965-11-08;692;5834.16;PE;2024-08-30
1627;Elisa Machado;732.946.108-31;1980-10-08;696;6626.12;GO;2023-04-18
1628;Asafe Correia;572.186.930-59;1980-09-28;664;5460.09;GO;2023-05-02
1629;Clarice Costa;675.213.480-44;1992-01-13;514;3399.78;GO;2023-09-28
1630;Maria Liz da Costa;739.542.180-97;1975-12-25;762;7532.34;MG;2021-06-19
1631;Lucas Gabriel Rios;359.718.246-19;1997-08-07;591;4774.0;CE;2021-03-05
1632;Levi Gonçalves;590.286.417-85;2006-10-04;511;5260.76;RS;2022-08-22
1633;Natália da Mota;976.420.318-31;1985-02-05;699;7533.22;SP;2022-07-17
1634;Bianca Rocha;490.827.635-83;1965-09-03;514;3733.99;RS;2024-01-07
1635;Eloah Sá;264.051.897-67;1962-05-04;647;5822.49;PR;2021-12-11
1636;Dr. Brayan Teixeira;538.692.740-00;1962-10-03;594;3879.04;GO;2024-03-04
1637;Guilherme da Costa;394.270.861-22;1958-01-12;725;6521.14;GO;2024-01-31
1638;Valentina Mendes;036.425.789-00;2002-04-15;510;5435.44;PE;2021-08-20
1639;Calebe da Cunha;203.946.587-10;2007-11-13;760;6214.3;CE;2021-08-22
1640;Bianca da Costa;486.957.032-74;1966-01-06;629;5586.06;PR;2024-01-18
1641;Camila Cavalcanti;289.731.645-46;1999-09-17;516;4158.03;BA;2024-01-16
1642;Gustavo Silva;089.174.256-58;1974-11-04;361;3764.46;SP;2023-06-23
1643;Luiz Henrique Duarte;561.709.823-30;1973-12-03;432;4959.42;PE;2022-03-24
1644;Nathan Borges;063.148.279-22;1966-01-29;580;4428.33;SC;2021-07-29
1645;Yago Jesus;705.426.981-02;1961-01-09;544;4063.96;RS;2022-09-02
1646;Thiago Campos;461.920.857-49;1994-12-19;790;3832.19;SP;2023-07-11
1647;Marcelo Casa Grande;091.463.752-52;1964-12-02;773;6522.02;PR;2022-12-15
1648;Sr. Joaquim Cardoso;069.827.314-13;2004-07-11;475;2724.69;RJ;2023-06-19
1649;Antonella Pereira;718.459.302-23;1957-09-03;821;5622.49;RJ;2022-05-01
1650;Hellena Camargo;681.574.029-30;1964-12-06;481;4985.31;RS;2024-04-19
1651;Davi da Mata;293.864.051-05;1958-10-07;660;4342.07;BA;2024-12-26
1652;Ana Sophia Guerra;270.546.139-61;1981-05-21;645;4134.25;CE;2024-07-19
1653;Maria Flor Vasconcelos;479.126.305-70;1978-06-22;752;7077.37;SC;2021-12-06
1654;Sra. Ana Carolina Silveira;018.596.243-24;2001-07-22;683;5825.66;CE;2021-10-13
1655;João Miguel Dias;468.927.053-83;1987-01-15;831;6647.69;RS;2022-02-28
1656;Augusto das Neves;491.760.382-03;1974-02-09;478;4273.47;SP;2024-03-13
1657;Bernardo Farias;346.805.291-05;1963-12-03;850;5785.24;BA;2023-12-27
1658;Maria Alice Cavalcante;913.260.748-22;1994-03-22;576;5024.45;PR;2024-05-07
1659;Alexandre Duarte;149.603.572-07;2003-08-13;613;3921.7;PE;2021-12-11
1660;Eloá Pacheco;642.975.810-94;1981-11-19;754;8352.04;BA;2024-12-12
1661;Pietro Campos;915.074.638-39;1997-10-09;643;4239.93;PR;2022-08-16
1662;Esther Cassiano;104.986.572-30;1956-07-05;434;3729.98;CE;2022-07-02
1663;Dra. Marcela Garcia;160.479.238-87;1985-03-25;752;6491.17;PE;2024-10-23
1664;Dr. Oliver Rezende;257.986.431-82;1993-08-08;619;4362.73;RJ;2021-10-05
1665;Calebe Mendes;160.789.432-78;1956-12-23;488;4738.75;SC;2021-05-02
1666;Rodrigo Rezende;781.234.509-23;1993-08-31;729;4286.27;PR;2024-09-05
1667;Kaique Fernandes;297.156.304-99;1998-08-17;810;7054.07;MG;2024-12-07
1668;Nicolas Campos;235.894.670-29;1983-11-25;787;4953.87;MG;2022-05-27
1669;Antonella Moura;257.691.843-37;1971-02-20;456;3499.03;MG;2024-12-27
1670;Milena Nunes;205.397.418-41;1964-03-13;680;7236.36;BA;2022-05-22
1671;Paulo Freitas;306.952.718-30;1975-08-26;704;5389.32;SC;2023-09-30
1672;Arthur Viana;387.624.519-28;1978-12-22;496;5198.0;MG;2024-03-28
1673;Antonella Lima;682.095.713-03;1980-04-30;504;5660.47;PR;2024-07-09
1674;Yasmin Pastor;687.204.159-58;1980-11-17;585;6270.58;SC;2023-02-08
1675;Dr. Heitor Freitas;312.469.785-55;2005-07-28;701;5471.0;GO;2021-06-04
1676;Pedro Rios;152.089.367-12;1999-08-14;557;4115.09;RJ;2023-04-06
1677;Lucas da Costa;183.094.256-51;1961-09-09;671;5445.16;PE;2022-07-24
1678;Julia da Conceição;907.486.352-38;1978-03-31;548;4218.37;BA;2023-07-21
1679;Arthur Miguel Rodrigues;305.412.876-80;1961-09-07;629;2903.27;GO;2022-11-02
1680;Srta. Ana Beatriz Souza;826.504.391-06;1957-02-17;674;4412.28;CE;2021-01-06
1681;Pedro Henrique Duarte;705.263.948-38;1984-09-09;481;2160.66;RJ;2023-07-28
1682;Vicente Fernandes;178.520.964-76;1967-08-26;404;1876.55;BA;2021-05-10
1683;Thiago Novais;814.756.203-90;1989-04-22;534;6225.26;PE;2023-03-26
1684;Sra. Maria Isis Correia;103.569.482-42;1989-04-30;556;4625.75;RS;2023-05-30
1685;Luísa Correia;916.783.204-04;1974-12-15;668;5475.07;RS;2023-10-11
1686;Maria Vitória Sales;716.208.459-11;1992-02-21;610;3684.71;PR;2022-10-24
1687;Kevin Lopes;248.319.506-70;1993-09-06;794;8159.2;PR;2022-11-23
1688;Lucca Rios;609.128.437-13;1959-07-16;418;2319.97;PE;2024-03-29
1689;Eduardo Vargas;803.247.196-04;1983-04-04;586;3723.46;MG;2024-03-05
1690;Srta. Maria Sophia Azevedo;206.873.594-65;1994-01-13;680;4711.73;GO;2022-12-05
1691;Léo Costela;670.584.312-80;1984-03-16;850;7990.55;SP;2021-04-05
1692;Ana Carolina das Neves;609.582.371-40;1979-06-27;645;6186.99;RJ;2024-07-06
1693;Dr. Murilo Marques;512.960.438-51;1999-11-11;752;5452.05;GO;2021-02-03
1694;Oliver Moraes;396.401.528-89;2002-02-26;522;4254.14;RJ;2021-11-20
1695;Paulo Duarte;812.734.956-91;1959-02-25;723;5923.06;GO;2023-07-24
1696;Dr. Francisco Mendes;137.058.692-21;1982-04-14;430;2637.18;SP;2023-05-27
1697;Paulo Alves;069.834.157-01;1960-05-21;611;4812.33;RS;2024-11-11
1698;Dra. Mirella Azevedo;874.962.013-40;1981-08-18;850;5414.01;MG;2024-08-24
1699;Srta. Juliana Nunes;760.413.258-80;1958-03-06;680;6929.11;PR;2021-11-22
1700;Hadassa Cavalcanti;635.108.497-01;1972-05-23;850;6395.6;PR;2021-07-11
1701;Lavínia Araújo;507.489.321-60;1976-10-08;678;5993.76;BA;2022-05-28
1702;Vitória Ferreira;472.153.086-26;1960-01-15;643;5045.15;RJ;2023-02-01
1703;Hellena Barbosa;395.847.061-01;1962-01-07;672;2843.75;MG;2021-04-17
1704;Srta. Ágatha Novais;189.306.427-13;1987-10-05;701;5734.18;SC;2024-07-05
1705;Rodrigo Aparecida;597.432.680-65;1969-11-29;593;6790.86;PR;2024-12-03
1706;Guilherme Casa Grande;231.904.875-88;1979-10-24;539;3908.92;RS;2023-05-30
1707;Lunna Machado;648.230.791-40;1999-12-23;850;5967.94;RJ;2024-12-12
1708;Pedro Ferreira;578.042.613-90;1972-06-13;553;4276.97;RJ;2021-01-03
1709;Luara Barbosa;564.379.108-01;1966-01-11;720;5967.8;RS;2023-09-04
1710;Luiz Otávio Pinto;235.641.790-70;1957-05-09;464;3179.83;RJ;2021-09-29
1711;Yasmin Teixeira;765.142.083-71;1956-12-18;547;4298.78;CE;2022-04-09
1712;Isaque Cardoso;147.925.863-64;1987-02-05;671;5786.21;PE;2024-10-24
1713;Maria Flor Barbosa;361.497.085-00;1981-07-07;406;4311.94;GO;2021-01-20
1714;Dra. Clarice Fogaça;013.789.546-10;1957-03-07;650;6584.53;SP;2024-11-25
1715;Arthur da Cruz;168.504.729-76;1969-09-14;673;6485.32;BA;2021-09-04
1716;Beatriz Marques;391.658.074-48;1991-03-22;675;6746.23;SC;2024-11-22
1717;Ana Cecília Gonçalves;583.197.420-05;1984-08-17;682;5358.08;MG;2023-09-06
1718;Fernando Silveira;059.183.647-57;1977-12-01;850;7689.04;RJ;2022-04-14
1719;Laís Albuquerque;960.538.247-47;1995-12-15;688;4227.7;SC;2021-07-02
1720;Eloah Gomes;639.470.125-43;1987-02-19;465;4012.72;RJ;2021-07-31
1721;Felipe Castro;701.563.942-43;2000-07-14;637;4481.88;BA;2023-01-23
1722;José Moura;197.026.845-01;1963-01-01;636;6676.63;PR;2021-10-08
1723;Renan Rocha;273.490.651-16;2000-07-02;703;4482.99;SC;2021-09-30
1724;Murilo Machado;367.421.895-09;1982-02-02;606;4043.03;MG;2021-05-21
1725;Laís Alves;643.519.028-33;1977-11-28;573;4170.38;PE;2024-02-28
1726;Lunna Vieira;458.109.267-11;1973-04-06;562;3240.86;SP;2024-06-03
1727;Henrique Borges;813.524.967-55;1980-09-02;604;4271.39;MG;2023-06-21
1728;José Santos;092.156.748-02;2006-05-27;300;4452.97;BA;2022-03-13
1729;Sarah da Rocha;237.961.450-43;1984-12-06;750;5623.7;MG;2023-04-24
1730;Sr. Francisco Cirino;189.027.654-58;1969-11-23;622;3804.35;CE;2024-11-07
1731;Ravi Sales;348.152.609-15;1961-01-03;823;8481.29;GO;2022-03-21
1732;Isabella Casa Grande;769.104.835-10;1964-04-16;638;6127.53;RJ;2021-07-25
1733;Melissa da Cruz;491.726.805-20;2004-06-07;641;3791.27;MG;2021-09-10
1734;Lucas Rocha;094.813.726-69;1997-01-09;570;4691.93;CE;2023-02-26
1735;Maria Luiza Montenegro;623.789.145-55;1962-02-07;565;4301.35;BA;2023-05-30
1736;Danilo Novaes;571.439.260-43;1987-03-27;609;4791.12;BA;2021-10-14
1737;Arthur Gabriel Mendes;967.240.358-56;1979-05-11;626;3947.39;RS;2022-07-22
1738;Emanuel Cavalcante;938.750.164-75;1986-10-16;533;2979.42;RJ;2022-05-24
1739;Luigi Ferreira;940.256.817-49;2007-05-06;737;3790.35;PE;2024-05-15
1740;Vinicius da Cruz;978.106.345-93;1990-02-12;758;7450.35;CE;2024-05-29
1741;Sr. Davi Miguel Borges;715.982.406-76;1974-06-14;583;2060.86;PR;2024-11-15
1742;Sra. Sara Nunes;582.436.971-28;1962-03-07;576;4543.82;SP;2024-09-10
1743;Léo Vasconcelos;760.139.824-22;1991-08-09;498;3468.78;PR;2022-02-25
1744;Luan Macedo;540.127.398-32;1984-03-18;803;7088.93;PE;2024-05-27
1745;Dra. Ana Laura das Neves;186.907.542-02;1996-08-18;509;2474.4;PE;2022-01-22
1746;Pietro Cardoso;718.364.902-40;1986-11-01;580;4426.54;SC;2022-08-29
1747;Juliana Vargas;852.691.347-64;2007-09-05;679;4896.68;SP;2022-05-06
1748;Cecilia Fernandes;590.834.172-04;2002-05-14;681;7383.15;GO;2023-03-02
1749;Stella Aparecida;368.597.021-68;2001-02-18;717;5687.91;RJ;2022-05-09
1750;Isaque da Costa;740.982.361-50;1988-08-18;598;4427.33;GO;2024-07-30
1751;Lunna Nunes;546.718.092-49;1986-08-29;761;5460.69;CE;2021-05-26
1752;Asafe Marques;015.237.489-23;1956-06-10;625;5051.2;PE;2021-01-25
1753;Noah Mendonça;791.254.386-46;1997-09-25;559;3099.53;BA;2022-10-11
1754;Enzo Santos;428.506.193-70;1978-06-15;658;5203.0;MG;2023-03-04
1755;Rebeca Jesus;952.463.180-60;1966-08-02;680;4906.4;CE;2023-05-12
1756;Mathias Correia;204.376.519-16;2000-02-21;766;5251.23;BA;2024-01-24
1757;Emanuel Martins;489.162.035-89;1995-01-14;825;4852.36;MG;2023-08-23
1758;Evelyn Sá;735.016.498-00;1998-01-03;672;5851.43;RJ;2021-02-04
1759;Maria Eduarda da Rocha;609.483.521-24;2008-06-17;524;4616.39;CE;2021-05-19
1760;Ana Sophia Almeida;230.516.947-70;1967-07-31;773;3967.18;SP;2022-06-21
1761;Maria Laura Viana;459.087.126-20;1988-12-20;680;2946.73;RS;2021-03-23
1762;Brenda Peixoto;864.123.795-09;1957-12-29;504;5661.17;SP;2023-03-27
1763;Arthur Miguel Siqueira;450.173.289-04;1997-12-30;550;3226.12;PE;2022-08-10
1764;Kamilly Freitas;802.597.146-58;1982-10-07;596;6835.91;PE;2023-05-01
1765;Davi Luiz Sá;485.172.069-67;1975-07-14;400;2148.69;SC;2024-12-08
1766;Ana da Cunha;194.263.587-73;1978-11-22;799;8249.7;SC;2021-06-18
1767;Srta. Giovanna das Neves;937.640.158-10;1987-09-05;607;3616.95;PE;2024-01-07
1768;Nicolas da Paz;783.965.142-91;2004-05-12;850;8394.44;CE;2021-11-09
1769;Levi Guerra;670.549.132-99;1965-03-23;701;4795.6;PR;2021-06-21
1770;Brayan Cavalcante;109.354.782-05;1960-12-06;614;4751.64;PR;2021-06-11
1771;Bianca Vasconcelos;602.843.159-15;2003-10-02;659;6723.0;PE;2022-02-21
1772;Juan Garcia;893.241.065-89;1968-06-07;725;4722.62;MG;2024-01-04
1773;Srta. Daniela Marques;895.201.763-30;1990-06-05;785;6593.13;BA;2023-03-12
1774;João Guilherme Câmara;938.045.127-04;1972-01-24;702;7082.54;CE;2024-07-23
1775;Mirella Lopes;598.104.637-66;1981-08-06;486;3852.17;RJ;2022-09-28
1776;Maria Isis Duarte;672.851.049-49;1960-06-16;556;2880.14;SC;2022-05-04
1777;Sr. Matteo da Luz;468.307.925-92;1991-12-29;661;7799.56;SP;2022-05-16
1778;Benjamin Andrade;683.091.572-40;1963-02-11;399;3159.72;RJ;2023-06-09
1779;Eduarda Almeida;314.507.982-41;1986-12-30;696;5691.08;RJ;2023-07-18
1780;Lara Rocha;392.870.651-95;1993-07-05;606;3548.78;CE;2024-05-31
1781;Luigi das Neves;498.635.172-91;1986-03-28;647;4419.24;SP;2022-09-26
